time,Solar,Generation:+generation
2017-01-08 07:15,-0.34,-0.13
2017-01-08 07:30,-0.52,-0.25
2017-01-08 07:45,-0.24,0.0
2017-01-08 08:00,-0.07,-0.12
2017-01-08 08:15,0.41,0.0
2017-01-08 08:30,0.49,0.25
2017-01-08 08:45,0.71,0.12
2017-01-08 09:00,1.34,0.38
2017-01-08 09:15,1.72,0.37
2017-01-08 09:30,2.03,0.5
2017-01-08 09:45,2.42,0.5
2017-01-08 10:00,2.72,0.63
2017-01-08 10:15,2.78,0.62
2017-01-08 10:30,3.2,0.88
2017-01-08 10:45,3.26,0.75
2017-01-08 11:00,4.08,0.87
2017-01-08 11:15,4.97,1.25
2017-01-08 11:30,5.56,1.13
2017-01-08 11:45,5.72,1.25
2017-01-08 12:00,5.96,1.25
2017-01-08 12:15,7.1,1.62
2017-01-08 12:30,3.67,1.38
2017-01-08 12:45,8.31,1.12
2017-01-08 13:00,9.32,1.88
2017-01-08 13:15,8.55,1.37
2017-01-08 13:30,1.37,2.0
2017-01-08 13:45,8.91,1.75
2017-01-08 14:00,7.97,2.25
2017-01-08 14:15,11.41,1.63
2017-01-08 14:30,4.62,2.0
2017-01-08 14:45,3.14,0.75
2017-01-08 15:00,2.14,0.62
2017-01-08 15:15,0.79,0.5
2017-01-08 15:30,0.97,0.38
2017-01-08 15:45,0.15,0.0
2017-01-08 16:00,-0.24,0.0
2017-01-08 16:15,-0.28,0.0
2017-01-08 16:30,-0.67,-0.13
2017-01-08 16:45,-0.36,-0.12
2017-01-08 17:00,-0.36,-0.13
2017-01-08 17:15,-0.37,-0.12
2017-01-08 17:30,-0.36,0.0
2017-01-08 17:45,-0.36,-0.13
2017-01-08 18:00,-0.36,-0.12
2017-01-08 18:15,-0.36,0.0
2017-01-08 18:30,-0.37,-0.13
2017-01-08 18:45,-0.36,-0.12
2017-01-08 19:00,-0.37,-0.13
2017-01-08 19:15,-0.37,0.0
2017-01-08 19:30,-0.36,-0.12
2017-01-08 19:45,-0.36,-0.13
2017-01-08 20:00,-0.36,-0.12
2017-01-08 20:15,-0.36,0.0
2017-01-08 20:30,-0.36,-0.13
2017-01-08 20:45,-0.37,-0.12
2017-01-08 21:00,-0.35,-0.13
2017-01-08 21:15,-0.35,0.0
2017-01-08 21:30,-0.37,-0.12
2017-01-08 21:45,-0.36,-0.13
2017-01-08 22:00,-0.37,-0.12
2017-01-08 22:15,-0.37,0.0
2017-01-08 22:30,-0.37,-0.13
2017-01-08 22:45,-0.37,-0.12
2017-01-08 23:00,-0.37,-0.13
2017-01-08 23:15,-0.37,0.0
2017-01-08 23:30,-0.37,-0.12
2017-01-08 23:45,-0.38,-0.13
2017-01-09 00:00,-0.37,-0.12
2017-01-09 00:15,-0.37,0.12
2017-01-09 00:30,-0.38,-0.12
2017-01-09 00:45,-0.37,-0.13
2017-01-09 01:00,-0.37,-0.12
2017-01-09 01:15,-0.36,0.0
2017-01-09 01:30,-0.36,-0.13
2017-01-09 01:45,-0.36,-0.12
2017-01-09 02:00,-0.36,-0.13
2017-01-09 02:15,-0.37,0.0
2017-01-09 02:30,-0.36,-0.12
2017-01-09 02:45,-0.28,-0.13
2017-01-09 03:00,-0.28,-0.12
2017-01-09 03:15,-0.28,0.0
2017-01-09 03:30,-0.36,-0.13
2017-01-09 03:45,-0.36,-0.12
2017-01-09 04:00,-0.33,0.0
2017-01-09 04:15,-0.35,0.0
2017-01-09 04:30,-0.35,-0.13
2017-01-09 04:45,-0.35,-0.12
2017-01-09 05:00,-0.35,-0.13
2017-01-09 05:15,-0.35,0.0
2017-01-09 05:30,-0.35,-0.12
2017-01-09 05:45,-0.35,-0.13
2017-01-09 06:00,-0.34,-0.12
2017-01-09 06:15,-0.35,0.0
2017-01-09 06:30,-0.35,-0.13
2017-01-09 06:45,-0.36,-0.12
2017-01-09 07:00,-0.37,-0.13
2017-01-09 07:15,-0.03,0.0
2017-01-09 07:30,0.16,0.0
2017-01-09 07:45,0.89,0.0
2017-01-09 08:00,2.06,0.5
2017-01-09 08:15,8.09,1.25
2017-01-09 08:30,4.52,1.63
2017-01-09 08:45,3.66,1.0
2017-01-09 09:00,4.67,1.0
2017-01-09 09:15,5.14,1.37
2017-01-09 09:30,6.88,1.5
2017-01-09 09:45,6.78,1.63
2017-01-09 10:00,7.87,1.87
2017-01-09 10:15,9.52,2.13
2017-01-09 10:30,13.3,2.75
2017-01-09 10:45,11.1,3.25
2017-01-09 11:00,11.99,3.1096
2017-01-09 11:15,8.8605,2.6404
2017-01-09 11:30,10.21,2.37
2017-01-09 11:45,6.58,2.13
2017-01-09 12:00,6.5,1.62
2017-01-09 12:15,8.24,1.75
2017-01-09 12:30,22.75,4.38
2017-01-09 12:45,12.76,4.87
2017-01-09 13:00,10.63,2.75
2017-01-09 13:15,8.98,2.38
2017-01-09 13:30,7.69,2.25
2017-01-09 13:45,10.83,2.62
2017-01-09 14:00,8.51,2.5
2017-01-09 14:15,8.31,2.0
2017-01-09 14:30,12.55,3.13
2017-01-09 14:45,6.24,2.5
2017-01-09 15:00,4.61,1.87
2017-01-09 15:15,2.28,0.88
2017-01-09 15:30,1.3,0.37
2017-01-09 15:45,0.92,0.25
2017-01-09 16:00,0.46,0.25
2017-01-09 16:15,-0.15,0.0
2017-01-09 16:30,-0.61,-0.12
2017-01-09 16:45,-0.36,0.0
2017-01-09 17:00,-0.34,-0.13
2017-01-09 17:15,-0.32,-0.12
2017-01-09 17:30,-0.33,-0.13
2017-01-09 17:45,-0.33,-0.12
2017-01-09 18:00,-0.32,0.12
2017-01-09 18:15,-0.33,-0.12
2017-01-09 18:30,-0.33,-0.13
2017-01-09 18:45,-0.28,-0.12
2017-01-09 19:00,-0.33,0.0
2017-01-09 19:15,-0.32,-0.13
2017-01-09 19:30,-0.31,-0.12
2017-01-09 19:45,-0.3,0.0
2017-01-09 20:00,-0.32,0.0
2017-01-09 20:15,-0.32,-0.13
2017-01-09 20:30,-0.31,-0.12
2017-01-09 20:45,-0.31,-0.13
2017-01-09 21:00,-0.31,0.0
2017-01-09 21:15,-0.31,-0.12
2017-01-09 21:30,-0.29,-0.13
2017-01-09 21:45,-0.28,0.0
2017-01-09 22:00,-0.29,-0.12
2017-01-09 22:15,-0.29,0.0
2017-01-09 22:30,-0.29,-0.13
2017-01-09 22:45,-0.29,0.0
2017-01-09 23:00,-0.28,-0.12
2017-01-09 23:15,-0.29,0.0
2017-01-09 23:30,-0.29,-0.13
2017-01-09 23:45,-0.29,-0.1196
2017-01-10 00:00,-0.29,-0.0004
2017-01-10 00:15,-0.29,-0.13
2017-01-10 00:30,-0.29,0.0
2017-01-10 00:45,-0.3199,-0.1196
2017-01-10 01:00,-0.2901,-0.13
2017-01-10 01:15,-0.29,-0.0004
2017-01-10 01:30,-0.28,-0.12
2017-01-10 01:45,-0.28,0.0
2017-01-10 02:00,-0.29,-0.13
2017-01-10 02:15,-0.29,-0.1195
2017-01-10 02:30,-0.29,-0.0005
2017-01-10 02:45,-0.29,0.0
2017-01-10 03:00,-0.29,-0.13
2017-01-10 03:15,-0.29,-0.12
2017-01-10 03:30,-0.29,-0.13
2017-01-10 03:45,-0.28,0.0
2017-01-10 04:00,-0.29,0.0
2017-01-10 04:15,-0.28,-0.12
2017-01-10 04:30,-0.28,-0.13
2017-01-10 04:45,-0.29,-0.12
2017-01-10 05:00,-0.29,0.12
2017-01-10 05:15,-0.29,-0.12
2017-01-10 05:30,-0.28,-0.13
2017-01-10 05:45,-0.28,-0.12
2017-01-10 06:00,-0.28,-0.13
2017-01-10 06:15,-0.29,0.13
2017-01-10 06:30,-0.29,-0.13
2017-01-10 06:45,-0.28,-0.12
2017-01-10 07:00,-0.29,-0.13
2017-01-10 07:15,-0.29,-0.12
2017-01-10 07:30,-0.2,0.0
2017-01-10 07:45,0.54,0.0
2017-01-10 08:00,1.57,0.37
2017-01-10 08:15,1.84,0.38
2017-01-10 08:30,2.05,0.5
2017-01-10 08:45,4.1,0.75
2017-01-10 09:00,3.83,1.0
2017-01-10 09:15,8.67,2.12
2017-01-10 09:30,16.25,4.0
2017-01-10 09:45,16.76,4.13
2017-01-10 10:00,14.11,4.5
2017-01-10 10:15,9.91,2.75
2017-01-10 10:30,7.82,2.12
2017-01-10 10:45,12.46,2.5
2017-01-10 11:00,13.29,3.13
2017-01-10 11:15,13.96,3.0
2017-01-10 11:30,16.29,3.62
2017-01-10 11:45,18.14,4.0
2017-01-10 12:00,14.76,4.13
2017-01-10 12:15,12.01,3.37
2017-01-10 12:30,12.64,3.38
2017-01-10 12:45,14.55,4.25
2017-01-10 13:00,15.1,4.12
2017-01-10 13:15,9.73,3.13
2017-01-10 13:30,8.81,2.12
2017-01-10 13:45,11.12,2.13
2017-01-10 14:00,11.42,2.99
2017-01-10 14:15,7.4533,2.26
2017-01-10 14:30,10.01,1.62
2017-01-10 14:45,5.88,2.5
2017-01-10 15:00,3.0,1.0
2017-01-10 15:15,1.54,0.38
2017-01-10 15:30,1.15,0.37
2017-01-10 15:45,0.28,0.25
2017-01-10 16:00,0.06,-0.12
2017-01-10 16:15,-0.18,0.0
2017-01-10 16:30,-0.28,-0.13
2017-01-10 16:45,-0.28,0.0
2017-01-10 17:00,-0.28,0.0
2017-01-10 17:15,-0.28,-0.12
2017-01-10 17:30,-0.28,-0.13
2017-01-10 17:45,-0.28,-0.12
2017-01-10 18:00,-0.28,0.12
2017-01-10 18:15,-0.28,-0.12
2017-01-10 18:30,-0.29,-0.13
2017-01-10 18:45,-0.28,-0.12
2017-01-10 19:00,-0.28,0.0
2017-01-10 19:15,-0.28,0.0
2017-01-10 19:30,-0.28,-0.13
2017-01-10 19:45,-0.28,-0.12
2017-01-10 20:00,-0.28,0.0
2017-01-10 20:15,-0.28,-0.13
2017-01-10 20:30,-0.28,0.0
2017-01-10 20:45,-0.28,-0.12
2017-01-10 21:00,-0.36,-0.13
2017-01-10 21:15,-0.38,0.0
2017-01-10 21:30,-0.37,-0.12
2017-01-10 21:45,-0.38,-0.13
2017-01-10 22:00,-0.38,-0.12
2017-01-10 22:15,-0.37,0.0
2017-01-10 22:30,-0.38,-0.13
2017-01-10 22:45,-0.37,-0.12
2017-01-10 23:00,-0.36,-0.13
2017-01-10 23:15,-0.36,-0.12
2017-01-10 23:30,-0.37,0.0
2017-01-10 23:45,-0.37,-0.13
2017-01-11 00:00,-0.37,-0.12
2017-01-11 00:15,-0.37,-0.13
2017-01-11 00:30,-0.37,0.0
2017-01-11 00:45,-0.37,-0.12
2017-01-11 01:00,-0.38,-0.13
2017-01-11 01:15,-0.37,-0.12
2017-01-11 01:30,-0.37,0.0
2017-01-11 01:45,-0.38,-0.13
2017-01-11 02:00,-0.38,-0.12
2017-01-11 02:15,-0.37,0.0
2017-01-11 02:30,-0.37,-0.13
2017-01-11 02:45,-0.37,0.0
2017-01-11 03:00,-0.37,-0.12
2017-01-11 03:15,-0.37,-0.13
2017-01-11 03:30,-0.38,-0.12
2017-01-11 03:45,-0.37,0.0
2017-01-11 04:00,-0.37,-0.13
2017-01-11 04:15,-0.37,-0.12
2017-01-11 04:30,-0.37,-0.13
2017-01-11 04:45,-0.37,0.0
2017-01-11 05:00,-0.36,-0.12
2017-01-11 05:15,-0.36,-0.13
2017-01-11 05:30,-0.36,-0.12
2017-01-11 05:45,-0.35,0.0
2017-01-11 06:00,-0.36,-0.13
2017-01-11 06:15,-0.35,-0.12
2017-01-11 06:30,-0.35,-0.13
2017-01-11 06:45,-0.35,0.0
2017-01-11 07:00,-0.37,-0.12
2017-01-11 07:15,0.37,0.0
2017-01-11 07:30,17.92,1.0
2017-01-11 07:45,31.93,6.37
2017-01-11 08:00,51.42,10.38
2017-01-11 08:15,70.35,15.0
2017-01-11 08:30,85.14,19.62
2017-01-11 08:45,101.37,23.25
2017-01-11 09:00,99.82,26.75
2017-01-11 09:15,142.66,28.88
2017-01-11 09:30,62.48,23.87
2017-01-11 09:45,80.17,18.0
2017-01-11 10:00,74.35,18.63
2017-01-11 10:15,84.74,19.62
2017-01-11 10:30,77.65,19.75
2017-01-11 10:45,108.67,27.75
2017-01-11 11:00,69.9,21.75
2017-01-11 11:15,66.69,18.13
2017-01-11 11:30,112.19,19.12
2017-01-11 11:45,149.48,32.38
2017-01-11 12:00,174.2,37.25
2017-01-11 12:15,163.23,44.12
2017-01-11 12:30,157.54,40.0
2017-01-11 12:45,97.57,30.38
2017-01-11 13:00,114.34,30.0
2017-01-11 13:15,66.9,23.0
2017-01-11 13:30,97.37,19.0
2017-01-11 13:45,79.12,19.62
2017-01-11 14:00,64.49,17.38
2017-01-11 14:15,62.59,16.0
2017-01-11 14:30,39.14,12.37
2017-01-11 14:45,46.38,11.38
2017-01-11 15:00,44.56,13.5
2017-01-11 15:15,25.89,8.0
2017-01-11 15:30,24.46,7.0
2017-01-11 15:45,13.36,4.62
2017-01-11 16:00,5.22,2.5
2017-01-11 16:15,2.56,0.88
2017-01-11 16:30,0.32,0.37
2017-01-11 16:45,-0.27,-0.12
2017-01-11 17:00,-0.27,0.0
2017-01-11 17:15,-0.28,-0.13
2017-01-11 17:30,-0.27,-0.12
2017-01-11 17:45,-0.28,0.0
2017-01-11 18:00,-0.28,0.0
2017-01-11 18:15,-0.28,-0.13
2017-01-11 18:30,-0.28,-0.12
2017-01-11 18:45,-0.28,0.0
2017-01-11 19:00,-0.27,-0.13
2017-01-11 19:15,-0.28,0.0
2017-01-11 19:30,-0.28,-0.12
2017-01-11 19:45,-0.28,0.0
2017-01-11 20:00,-0.28,-0.13
2017-01-11 20:15,-0.28,-0.12
2017-01-11 20:30,-0.28,0.0
2017-01-11 20:45,-0.28,0.0
2017-01-11 21:00,-0.28,-0.13
2017-01-11 21:15,-0.28,-0.12
2017-01-11 21:30,-0.28,-0.13
2017-01-11 21:45,-0.28,0.13
2017-01-11 22:00,-0.28,-0.13
2017-01-11 22:15,-0.28,-0.12
2017-01-11 22:30,-0.28,-0.13
2017-01-11 22:45,-0.28,0.0
2017-01-11 23:00,-0.28,0.0
2017-01-11 23:15,-0.28,-0.12
2017-01-11 23:30,-0.28,-0.13
2017-01-11 23:45,-0.28,-0.12
2017-01-12 00:00,-0.28,0.0
2017-01-12 00:15,-0.28,-0.13
2017-01-12 00:30,-0.28,0.0
2017-01-12 00:45,-0.28,-0.12
2017-01-12 01:00,-0.28,0.0
2017-01-12 01:15,-0.28,-0.13
2017-01-12 01:30,-0.28,0.0
2017-01-12 01:45,-0.28,-0.12
2017-01-12 02:00,-0.28,0.0
2017-01-12 02:15,-0.28,-0.13
2017-01-12 02:30,-0.28,-0.12
2017-01-12 02:45,-0.28,0.0
2017-01-12 03:00,-0.28,-0.13
2017-01-12 03:15,-0.28,0.0
2017-01-12 03:30,-0.28,-0.12
2017-01-12 03:45,-0.28,-0.13
2017-01-12 04:00,-0.28,0.0
2017-01-12 04:15,-0.28,0.0
2017-01-12 04:30,-0.28,-0.12
2017-01-12 04:45,-0.28,-0.13
2017-01-12 05:00,-0.28,-0.12
2017-01-12 05:15,-0.28,0.12
2017-01-12 05:30,-0.28,-0.12
2017-01-12 05:45,-0.28,-0.13
2017-01-12 06:00,-0.28,-0.12
2017-01-12 06:15,-0.27,0.0
2017-01-12 06:30,-0.27,0.0
2017-01-12 06:45,-0.27,-0.13
2017-01-12 07:00,-0.28,-0.12
2017-01-12 07:15,0.87,0.12
2017-01-12 07:30,7.08,1.0
2017-01-12 07:45,16.75,2.75
2017-01-12 08:00,26.71,5.63
2017-01-12 08:15,49.03,10.5
2017-01-12 08:30,40.45,10.37
2017-01-12 08:45,45.67,9.63
2017-01-12 09:00,42.14,14.87
2017-01-12 09:15,68.76,13.13
2017-01-12 09:30,58.71,17.37
2017-01-12 09:45,125.7,28.75
2017-01-12 10:00,144.87,32.75
2017-01-12 10:15,129.89,34.25
2017-01-12 10:30,137.47,32.38
2017-01-12 10:45,151.2,34.62
2017-01-12 11:00,158.24,36.38
2017-01-12 11:15,177.98,42.75
2017-01-12 11:30,81.36,32.87
2017-01-12 11:45,137.84,26.75
2017-01-12 12:00,168.84,39.13
2017-01-12 12:15,155.57,40.37
2017-01-12 12:30,147.47,36.75
2017-01-12 12:45,183.27,40.25
2017-01-12 13:00,99.47,32.13
2017-01-12 13:15,94.5,22.37
2017-01-12 13:30,147.8,32.25
2017-01-12 13:45,122.9,35.25
2017-01-12 14:00,114.94,28.13
2017-01-12 14:15,120.57,24.5
2017-01-12 14:30,77.28,24.12
2017-01-12 14:45,51.53,16.0
2017-01-12 15:00,26.08,8.25
2017-01-12 15:15,22.26,5.0
2017-01-12 15:30,17.68,5.0
2017-01-12 15:45,12.78,4.13
2017-01-12 16:00,7.55,2.5
2017-01-12 16:15,3.71,1.62
2017-01-12 16:30,0.36,0.38
2017-01-12 16:45,-0.27,0.0
2017-01-12 17:00,-0.27,0.0
2017-01-12 17:15,-0.27,-0.13
2017-01-12 17:30,-0.27,-0.12
2017-01-12 17:45,-0.27,-0.13
2017-01-12 18:00,-0.27,0.13
2017-01-12 18:15,-0.27,-0.13
2017-01-12 18:30,-0.28,-0.12
2017-01-12 18:45,-0.27,-0.13
2017-01-12 19:00,-0.27,0.0
2017-01-12 19:15,-0.27,-0.12
2017-01-12 19:30,-0.28,0.0
2017-01-12 19:45,-0.28,-0.13
2017-01-12 20:00,-0.28,0.0
2017-01-12 20:15,-0.27,-0.12
2017-01-12 20:30,-0.28,-0.13
2017-01-12 20:45,-0.28,0.0
2017-01-12 21:00,-0.28,0.0
2017-01-12 21:15,-0.28,-0.12
2017-01-12 21:30,-0.28,-0.13
2017-01-12 21:45,-0.28,-0.12
2017-01-12 22:00,-0.28,0.12
2017-01-12 22:15,-0.28,-0.12
2017-01-12 22:30,-0.28,-0.13
2017-01-12 22:45,-0.28,-0.12
2017-01-12 23:00,-0.28,0.12
2017-01-12 23:15,-0.28,-0.12
2017-01-12 23:30,-0.28,-0.13
2017-01-12 23:45,-0.28,-0.12
